Livro,Preco,Disponivel,Quantidade,Avaliacao,Categoria,UCP
The Grand Design,13.76,True,5,3,Science,3213b1f13f5f0f7c
The Hiding Place,55.91,True,5,4,History,c4589ee5977a47be
The Little Paris Bookshop,24.73,True,5,3,Fiction,dfd9ff1f343cdaff
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,True,5,5,Food and Drink,f701fae56b645ef7
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,True,5,5,History,0d210d2448c3018f
The Metamorphosis,28.58,True,5,1,Classics,93379e3a2072a01b
The Raven Boys (The Raven Cycle #1),57.74,True,5,4,Fantasy,e0b3a679b83caccc
The Raven King (The Raven Cycle #4),30.57,True,5,2,Add a comment,2e4fc5eacceec12c
The Dream Thieves (The Raven Cycle #2),34.50,True,5,1,Default,fec06f52054ea900
Remember Me?,11.48,True,5,3,Default,2973d38c2fbd7a5c
Shiver (The Wolves of Mercy Falls #1),16.23,True,5,5,Default,59a8ae019b64f2a7
Siddhartha,34.22,True,5,5,Fiction,84bb29c53592ac40
Tell Me Three Things,41.81,True,5,1,Young Adult,50d5a7b861ed1c54
Tell the Wind and Fire,45.51,True,5,3,Fantasy,84126312e2431a09
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,True,5,4,Nonfiction,1dba84766a5e87b8
The 5th Wave (The 5th Wave #1),11.83,True,5,2,Default,b716233fcb6877e6
The Crossover,38.77,True,5,4,Poetry,b228042c088b1913
The Darkest Corners,11.33,True,5,5,Young Adult,c4182bdb53e2459a
Kill the Boy Band,15.52,True,5,5,Young Adult,44f545727e704187
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,True,5,4,Young Adult,5e1a88d248599768
Killing Floor (Jack Reacher #1),31.49,True,5,4,Thriller,8dde2ff3f6fcc0a3
Last One Home (New Beginnings #1),59.98,True,5,3,Fiction,07e6810fd3236bda
Logan Kade (Fallen Crest High #5.5),13.12,True,5,2,Academic,7093cf549cd2e7de
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,True,5,1,Childrens,81c68492ccd72941
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,True,5,5,Food and Drink,12a90b90283b2e6d
Peak: Secrets from the New Science of Expertise,16.28,True,5,2,Science,6036239d2ab349b7
Red Dragon (Hannibal Lecter #1),23.37,True,5,3,Horror,e958ae92f328c181
My Mother Was Nuts,31.63,True,5,4,Nonfiction,a4ce39a3720cd679
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,True,5,5,Young Adult,45045146dbf7b009
Evicted: Poverty and Profit in the American City,42.27,True,5,1,Add a comment,75cc85cdbe9ad46b
Find Her (Detective D.D. Warren #8),22.37,True,5,1,Add a comment,b28c7d07afa7063b
Fool Me Once,16.96,True,5,1,Default,630e766f0a1987dd
Foundation (Foundation (Publication Order) #1),32.42,True,5,1,Science Fiction,3fc124f59f3068e4
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,True,5,1,Sequential Art,3fd83dcf37bf1bc0
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,True,5,1,Default,6c49258724f11770
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,True,5,2,Default,d219d4e325e6f204
Drama,38.70,True,5,2,Default,d5ad4c92d8bf26c9
If I Stay (If I Stay #1),38.13,True,5,5,Default,7284d85428305f5a
An Abundance of Katherines,10.00,True,5,5,Young Adult,f36d24c309e87e5b
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,True,5,5,Default,ad5e078beceaeb4a
Booked,17.49,True,5,5,Poetry,b54d7416bb445989
Approval Junkie: Adventures in Caring Too Much,58.81,True,5,5,Autobiography,612369a5947a012e
America's War for the Greater Middle East: A Military History,51.22,True,5,2,History,add33db6ff80db24
Critique of Pure Reason,20.75,True,5,1,Philosophy,429b4a811bef386c
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,True,5,3,Nonfiction,bcf567421c581f0a
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,True,5,1,Sequential Art,1c0a38899c82b60a
Digital Fortress,58.00,True,5,5,Fiction,94bb629a3f6dd00b
Dracula the Un-Dead,35.63,True,5,5,Horror,e46b1074b99ac4b6
Alight (The Generations Trilogy #2),58.59,True,5,4,Default,d9290e99f189ce84
The Passion of Dolssa,28.32,True,4,5,Historical Fiction,011674f4a3834b8d
The Pilgrim's Progress,50.26,True,4,2,Classics,6053ddf69c967d5f
The Perfect Play (Play by Play #1),59.99,True,4,3,Romance,9cc207168a03470d
Vogue Colors A to Z: A Fashion Coloring Book,52.35,True,4,4,Default,a8f4577a48023344
A Feast for Crows (A Song of Ice and Fire #4),17.21,True,5,4,Fantasy,f2c8f4b4c94d5c5c
The Shining (The Shining #1),27.88,True,4,3,Default,d4de23aa98acc65b
A Clash of Kings (A Song of Ice and Fire #2),10.79,True,5,3,Add a comment,89a89e76f3516357
A Game of Thrones (A Song of Ice and Fire #1),46.42,True,5,2,Add a comment,03cbb67c0f990d87
A Girl's Guide to Moving On (New Beginnings #2),31.30,True,5,1,Romance,cf3b86489890b9f2
The Beast (Black Dagger Brotherhood #14),46.08,True,4,5,Fantasy,8930013d06942df1
Some Women,13.73,True,4,5,Womens Fiction,31f5bbf4974d29c9
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,True,4,3,Thriller,9c4d061c1e2fe6bf
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,True,4,2,Sequential Art,df53c2948b32bde3
The Gunning of America: Business and the Making of American Gun Culture,16.81,True,4,4,Nonfiction,45033bdf3d9ed158
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,True,4,2,Nonfiction,c65ee14957c0fa5c
The Demonists (Demonist #1),52.11,True,4,2,Fantasy,ff2dffba388d9922
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,True,4,3,Nonfiction,6a57286a8890d8c5
Shopaholic Ties the Knot (Shopaholic #3),48.39,True,4,5,Womens Fiction,38199c5d7da0c0ef
Mockingjay (The Hunger Games #3),20.44,True,4,4,Default,5212c6acea3359e5
No One Here Gets Out Alive,20.02,True,4,5,Music,3a95f5a2df4ff921
Night Shift (Night Shift #1-20),12.75,True,4,4,Horror,869d20b3b8128230
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,True,4,3,Music,2ba5ccc84d35006c
Needful Things,47.51,True,4,4,Horror,70b585c9d0f15725
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,True,4,2,Classics,6587f46697fc4443
Outlander (Outlander #1),19.67,True,4,5,Default,5de4baa88061a77a
Paper and Fire (The Great Library #2),49.45,True,4,5,Fantasy,ae884ac655d6ee3e
Gone with the Wind,32.49,True,4,3,Classics,23310ce84d3c9f85
Girl With a Pearl Earring,26.77,True,4,1,Historical Fiction,5eff05e59f905a49
God Is Not Great: How Religion Poisons Everything,27.80,True,4,1,Nonfiction,ddbc5530d2939d49
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,True,4,4,Sequential Art,8fff1084aa085a13
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,True,4,1,Fantasy,c7c4f55b7321cba7
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,True,4,5,Fantasy,73f4f87dd936ee5c
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,True,4,4,Young Adult,eff24325e0ede639
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,True,4,4,Fantasy,5a6b7155f2797537
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,True,4,3,Default,ac337893a9fe0085
Little Women (Little Women #1),28.07,True,4,4,Classics,deda806b68b0aa11
It,25.01,True,4,3,Horror,670a2773607d785d
Misery,34.79,True,4,2,Horror,81d4191030b9704b
Far From True (Promise Falls Trilogy #2),34.93,True,4,2,Thriller,ad15a9a139919918
'Salem's Lot,49.56,True,4,4,Horror,6e9403f00acd6752
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,True,4,1,Religion,d12ca4020c2f602e
A Walk to Remember,56.43,True,4,1,Romance,aead11697d14ea36
Animal Farm,57.22,True,4,3,Classics,1451b55e5e56bb89
A New Earth: Awakening to Your Life's Purpose,55.65,True,4,5,Spirituality,f6ae39568db1130e
The Hunger Games (The Hunger Games #1),29.85,True,4,5,Default,6d2f70d9424f41a1
Atlas Shrugged,26.58,True,4,5,Fiction,78a4ac98191ac675
We Are All Completely Beside Ourselves,24.04,True,3,1,Contemporary,be3db344a845580b
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,True,3,3,Nonfiction,06bab964fd536971
Wild: From Lost to Found on the Pacific Crest Trail,46.02,True,3,3,Default,d30b9215c72cca87
When You Are Engulfed in Flames,30.89,True,3,5,Humor,dab0196cd5fc8e5e
"Where'd You Go, Bernadette",18.13,True,3,1,Default,07bb35158d9dd3d2
World War Z: An Oral History of the Zombie War,21.80,True,3,1,Default,5d55202da0252627
Wuthering Heights,17.73,True,3,3,Classics,5a7ff9aaa3168878
Zero History (Blue Ant #3),34.77,True,3,1,Default,634b7165c96ebb9f
Candide,58.63,True,4,3,Classics,2798974abc8a58a8
Can You Keep a Secret?,21.94,True,4,1,Womens Fiction,0812f54c93d726ce
Changing the Game (Play by Play #2),13.38,True,4,3,Romance,aaebac5fda798b1b
Dark Lover (Black Dagger Brotherhood #1),12.87,True,4,1,Romance,2b69d289279aabfd
Confessions of a Shopaholic (Shopaholic #1),48.94,True,4,2,Default,a2dc754afb69bb32
Walk the Edge (Thunder Road #2),32.36,True,3,3,Young Adult,0e4e2d31c2fb3aad
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,True,3,1,Nonfiction,2173a2ce35f6ace1
Twenties Girl,42.80,True,3,2,Womens Fiction,8ebad30219b8679c
Twilight (Twilight #1),41.93,True,3,2,Default,b53078de0147f6bf
Under the Banner of Heaven: A Story of Violent Faith,30.00,True,3,1,Nonfiction,599a4f98bb193368
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,True,3,2,Food and Drink,4672d10b9b1e7a05
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,True,3,1,Nonfiction,b830685072fa871f
Two Boys Kissing,32.74,True,3,2,Young Adult,61bc8167c9680283
The Smitten Kitchen Cookbook,23.59,True,3,1,Food and Drink,742702d662a71410
The Stand,57.86,True,3,2,Horror,49f24193f0b961e6
The Thing About Jellyfish,48.77,True,3,1,Childrens,3d15714d4d3d15dd
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,True,3,3,Sequential Art,a33ed2e6068df53e
The Tipping Point: How Little Things Can Make a Big Difference,10.02,True,3,2,Add a comment,224fa77d4b248046
The Travelers,15.77,True,3,1,Thriller,2b685187f55c5d31
The Undomestic Goddess,45.75,True,3,4,Womens Fiction,813cff2aefa5d1f0
The Wild Robot,56.07,True,3,3,Childrens,75fed6a47f69859d
"Thinking, Fast and Slow",21.14,True,3,1,Psychology,719d72f3ee512dc6
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,True,3,3,Nonfiction,52aa3d79b1cee455
Three-Martini Lunch,23.21,True,3,3,Fiction,57f755143ee96fd4
Voyager (Outlander #3),21.07,True,3,5,Historical Fiction,7feac4000cbc5859
The Silkworm (Cormoran Strike #2),23.05,True,3,5,Mystery,f06039c29b5891fa
The Purpose Driven Life: What on Earth Am I Here for?,37.19,True,3,3,Add a comment,0e7beedf0ee9380c
The Purest Hook (Second Circle Tattoos #3),12.25,True,3,1,Romance,969f6c7e86554814
The Red Tent,35.66,True,3,5,Historical Fiction,3c456328b04a8ee8
The Rest Is Noise: Listening to the Twentieth Century,34.77,True,3,1,Add a comment,e2d47e82c50d41d9
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,True,3,1,Science Fiction,0e92ccf1bd39e68f
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,True,3,3,Biography,1a5044d233936b1a
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,True,3,1,Travel,366a236aa1ea6f07
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,True,3,5,Sequential Art,91eb9605998a7c03
The Lover's Dictionary,58.09,True,3,2,Default,36c15687f5ab0f7c
The Lonely Ones,43.59,True,3,5,Childrens,cf2f27fdf94ba20e
The Maze Runner (The Maze Runner #1),20.93,True,3,1,Default,4266f48a0aa1c37d
The Name of God is Mercy,37.25,True,3,2,Nonfiction,0baf71623648413a
The Nanny Diaries (Nanny #1),52.53,True,3,5,Womens Fiction,6263c1d2997b8ce0
The New Guy (and Other Senior Year Distractions),44.92,True,3,3,Young Adult,3e42ac0f4d43320f
The Obsession,45.43,True,3,1,Romance,ee441c8e027caa66
The Picture of Dorian Gray,29.70,True,3,2,Classics,b9f6305a3d650e2c
The Nightingale,26.26,True,3,4,Fiction,29d6d87f3418638b
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,True,3,4,Fantasy,322a9e34d87f54b1
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,True,3,3,Business,70c7c3ca7f9b2728
The Giver (The Giver Quartet #1),12.30,True,3,1,Default,e2dac1f4739e0bd5
The Goldfinch,43.58,True,3,3,Default,c88422d8959260ab
The Guernsey Literary and Potato Peel Pie Society,49.53,True,3,1,Historical Fiction,4a0a276409968a73
The Guns of August,14.54,True,3,2,History,b5da59dd177eb36b
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,True,3,3,Add a comment,a8b0ea6490bc818f
The Husband's Secret,52.51,True,3,5,Fiction,ff6bb30dd0c482a6
The Infinities,27.41,True,3,1,Fiction,554e9e2d532b3a87
"The Land of 10,000 Madonnas",29.64,True,3,4,Young Adult,35e69a79d2b1e804
The Last Painting of Sara de Vos,55.55,True,3,2,Historical Fiction,476c7972e9b41891
The Day the Crayons Came Home (Crayons),26.33,True,3,5,Childrens,b22362b434e8ee62
The Demon-Haunted World: Science as a Candle in the Dark,52.25,True,3,4,Default,f51062bf579507d9
The Devil Wears Prada (The Devil Wears Prada #1),44.29,True,3,1,Womens Fiction,a6ab0cb7106a67f2
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,True,3,5,Science,63c0826ef59eae66
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,True,3,4,Science,c6bf14cb901c63ac
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,True,3,4,Add a comment,b3f2bc2cefb35f05
The Exiled,43.45,True,3,3,Mystery,dd003e904727281a
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,True,3,2,Default,bfa9cb304075d3e8
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,True,3,1,Add a comment,8f5d16a5a9bd58b2
The Paris Wife,36.80,True,3,3,Default,fa26798728f5208f
The Girl with All the Gifts,49.47,True,3,3,Horror,92dcc54a27107a37
The Da Vinci Code (Robert Langdon #2),22.96,True,3,2,Fiction,dabf11918b48b40c
The Cat in the Hat (Beginner Books B-1),16.26,True,3,2,Childrens,b7f475238ed50429
The Catcher in the Rye,24.55,True,3,1,Add a comment,487449f4f6322f0f
The Book of Basketball: The NBA According to The Sports Guy,44.84,True,3,5,Sports and Games,08decd9664e5d56e
The Book Thief,53.49,True,3,2,Default,a75e274c8814b539
The Blind Side: Evolution of a Game,53.71,True,3,5,Add a comment,cd3dcd83bb002e78
The Case for Christ (Cases for Christianity),47.84,True,3,1,Add a comment,970bd3316219e7dc
The Complete Poems,41.32,True,3,5,Add a comment,23707d3ddf14a999
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,True,3,4,Classics,cad70d6ffd53912f
The Cuckoo's Calling (Cormoran Strike #1),19.21,True,3,1,Mystery,1be6d3b121865edb
Something Blue (Darcy & Rachel #2),54.62,True,3,1,Womens Fiction,3fc9d51d1c4d6ba7
Soldier (Talon #3),24.72,True,3,2,Fantasy,feaaae90514eb2ac
Something Borrowed (Darcy & Rachel #1),48.96,True,3,5,Womens Fiction,ac27ab4bcd9c492e
Stiff: The Curious Lives of Human Cadavers,36.74,True,3,3,Nonfiction,a11ae5f07572ef49
Spilled Milk: Based on a True Story,49.51,True,3,1,Nonfiction,f08667e4c0458f37
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,True,3,2,Science,61002f3b7ba5d780
Shopaholic & Baby (Shopaholic #5),46.45,True,3,2,Default,c57d3c96af23c297
The Art of Fielding,22.10,True,3,1,Fiction,2858ac90c4758e1f
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,True,3,3,Food and Drink,311634df10651e05
The Autobiography of Malcolm X,23.43,True,3,2,Default,b04a6a0db525857d
Seven Days in the Art World,52.33,True,3,2,Add a comment,07806456878931bc
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,True,3,4,Nonfiction,89cad3f37c9ce226
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,True,3,5,Sequential Art,7b870bf85d01c2dc
Reservations for Two,11.10,True,3,3,Romance,ecdf73ee66c33b17
Running with Scissors,12.91,True,3,4,Autobiography,28921443f052bea6
Sarah's Key,46.29,True,3,1,Add a comment,5b2cd5b31a510848
Rogue Lawyer (Rogue Lawyer #1),50.11,True,3,3,Add a comment,b4f5672f68ec3a83
Rework,44.88,True,3,2,Business,8e9dd8431170c09e
Seven Brief Lessons on Physics,30.60,True,3,4,Science,281a244ce1954711
Scarlet (The Lunar Chronicles #2),14.57,True,3,4,Young Adult,510832818edb6fbc
Orange Is the New Black,24.61,True,3,2,Default,8378c899988905ee
Original Fake,31.45,True,3,3,Sequential Art,c59283b05905c853
Outliers: The Story of Success,14.16,True,3,1,Nonfiction,09a7b0b566ad6225
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,True,3,1,Sequential Art,cb62418129b864a3
Packing for Mars: The Curious Science of Life in the Void,56.68,True,3,2,Default,8e2dfd6bcf48e1e6
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,True,3,1,Default,3c565df219ba3274
One for the Money (Stephanie Plum #1),32.87,True,3,2,Default,3250650a5c4e6f07
Ready Player One,19.07,True,3,4,Science Fiction,2ef5dc7e278e562a
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,True,3,3,Sequential Art,9707989a439757b4
Red: The True Story of Red Riding Hood,28.54,True,3,3,Childrens,4c8ece50736f9e88
Notes from a Small Island (Notes From a Small Island #1),40.17,True,3,1,Nonfiction,cb65e49993db9a93
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,True,3,2,Fantasy,e9056f9b5a40a301
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,True,3,1,Nonfiction,7980fa06f2b704d8
Morning Star (Red Rising #3),29.40,True,3,1,Default,7ce5a92baabb6bc0
Naked,31.69,True,3,3,Humor,54aeeb4610d3ae08
Lady Renegades (Rebel Belle #3),53.04,True,3,5,Young Adult,16e843e6b853cc2f
Night (The Night Trilogy #1),13.51,True,3,1,Nonfiction,c4d9fce9eff3b8ba
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,True,3,5,Humor,190fbebbf798c31a
"Lean In: Women, Work, and the Will to Lead",25.02,True,3,1,Default,d5e1a9bfe22bbf9f
Legend (Legend #1),43.69,True,3,4,Young Adult,0ce8075fab4a2b5b
Life Without a Recipe,59.04,True,3,5,Autobiography,c53d9fefcda371e9
Life After Life,26.13,True,3,2,Default,4ec53ff7e2263f32
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,True,3,1,Nonfiction,1246e4ffeb5ac4ea
Letter to a Christian Nation,22.20,True,3,1,Nonfiction,1de75f05d57bfc10
Lust & Wonder,11.87,True,3,2,Autobiography,0dcadb06206abd3c
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,True,3,2,Science Fiction,4b3f4f151c99f472
Me Talk Pretty One Day,57.60,True,3,2,Autobiography,abc4a7ee16c21088
Manuscript Found in Accra,34.98,True,3,2,Add a comment,546da23278482b0a
Lila (Gilead #3),12.47,True,3,3,Fiction,4ef75307fb64e2ad
Neither Here nor There: Travels in Europe,38.95,True,3,3,Travel,747cf7fca2ccdbd4
Jurassic Park (Jurassic Park #1),44.97,True,3,1,Fiction,a0dd11f6abc421ec
I've Got Your Number,19.69,True,3,1,Womens Fiction,6b32b561dab8036c
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,True,3,3,Nonfiction,d8292cd5f1aca291
Inferno (Robert Langdon #4),41.00,True,3,5,Fiction,6c4646d90b60a56c
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,True,3,2,Nonfiction,8010c7c148057fd3
If I Run (If I Run #1),49.97,True,3,4,Christian Fiction,61569d12d4ae7161
Into the Wild,56.70,True,3,5,Nonfiction,a7c3f1010d64799a
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,True,3,3,Default,034829ffdd0a0aea
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,True,3,1,Nonfiction,d4a29356fc992879
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,True,3,1,Sequential Art,4f6985aca357ae09
Gratitude,26.66,True,3,5,Nonfiction,c300cc9326592b65
Heir to the Sky,44.07,True,3,4,Fantasy,b003f8bb02f76dc5
Green Eggs and Ham (Beginner Books B-16),10.79,True,3,4,Childrens,621e2c310cec8d32
Holidays on Ice,51.07,True,3,2,Humor,0cb4856be3694a57
Golden (Heart of Dread #3),42.21,True,3,4,Young Adult,984b3b6e7479b571
Horrible Bear!,37.52,True,3,2,Childrens,cc1ac978a6835ef6
House of Leaves,54.89,True,3,1,Horror,557c03c284be1bf2
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,True,3,3,Food and Drink,6c4d17a46cac8787
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,True,3,2,History,1812b8f5641287e3
Gone Girl,37.60,True,3,5,Default,d5c588b6f9c015e4
Girl in the Blue Coat,46.83,True,3,2,Historical Fiction,41fc5dce044f16f5
Extreme Prey (Lucas Davenport #26),25.40,True,3,3,Mystery,588ba85ff11a3263
Eclipse (Twilight #3),18.74,True,3,1,Default,73f71f9556442117
Eragon (The Inheritance Cycle #1),43.87,True,3,3,Fantasy,b843f52a986a2914
Dune (Dune #1),54.86,True,3,1,Science Fiction,36d5884d44484277
Fifty Shades Freed (Fifty Shades #3),15.36,True,3,5,Adult Fiction,ed813a848580ba50
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,True,3,4,Add a comment,2ed3a794a70aa85f
Fellside,38.62,True,3,1,Default,147019cae600694e
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,True,3,2,Sequential Art,d5f5a122a593b580
Counting Thyme,10.62,True,3,1,Childrens,157f693d9e600ccc
"Friday Night Lights: A Town, a Team, and a Dream",51.22,True,3,3,Sports and Games,a9aa3ed5b316470b
Dark Places,23.90,True,3,5,Default,66937c669c4da072
Crazy Rich Asians (Crazy Rich Asians #1),49.13,True,3,5,Fiction,c9782ad2a0ed9331
Cosmos,36.17,True,3,2,Add a comment,dbe33cf29ef1623d
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,True,3,1,Science Fiction,98330e431e56a9ea
Dracula,52.62,True,3,3,Default,a7ec599c1a547746
Disrupted: My Misadventure in the Start-Up Bubble,15.28,True,3,5,Nonfiction,81372abc86f65c79
Civilization and Its Discontents,59.95,True,3,2,Psychology,396385e3de5d18c3
Blink: The Power of Thinking Without Thinking,21.74,True,3,5,Nonfiction,0bbc48294707ba96
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,True,3,2,Nonfiction,e256de8aa0c2115f
Black Flags: The Rise of ISIS,40.87,True,3,1,Nonfiction,860318b8e244f39c
Darkfever (Fever #1),56.02,True,3,1,Fantasy,468bd274ac084bb9
Dead Wake: The Last Crossing of the Lusitania,39.24,True,3,5,Default,04d858cdeeee0da4
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,True,3,1,Default,d234ddecef49ef4e
Brave Enough,51.32,True,3,5,Nonfiction,fd2337c1b73b686e
Breaking Dawn (Twilight #4),35.28,True,3,5,Default,bbfc4a3b7b6c94a0
Cinder (The Lunar Chronicles #1),26.09,True,3,1,Young Adult,7e9579921e5407cb
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,True,3,2,Parenting,ef49db2aaa9bb547
Beautiful Creatures (Caster Chronicles #1),21.55,True,3,5,Default,5439bae708bca198
Awkward,38.02,True,3,2,Sequential Art,1d89a2aa9f6ce50f
Beowulf,38.35,True,3,2,Classics,3fb69f34e178d494
Boy Meets Boy,21.12,True,3,3,Young Adult,8e0bc2fe4e7d35b5
Ash,22.06,True,3,4,Fantasy,5d22e2a46604b6e7
Are We Smart Enough to Know How Smart Animals Are?,56.58,True,3,1,Nonfiction,da0349a87c8caa2f
Are We There Yet?,10.66,True,3,3,Childrens,ef9c4f2465513956
Best of My Love (Fool's Gold #20),27.41,True,3,2,Romance,67dea6c75d6a1075
Between Shades of Gray,20.79,True,3,5,Historical Fiction,155e42df837ee5ff
"Black Butler, Vol. 1 (Black Butler #1)",49.31,True,3,1,Sequential Art,15f415d436888b2d
Big Little Lies,22.11,True,3,1,Fiction,d3f9c4539c0caa64
Career of Evil (Cormoran Strike #3),24.72,True,3,2,Mystery,b461cf238506c5b8
Annie on My Mind,36.83,True,3,5,Young Adult,7bf87402413c27ff
#GIRLBOSS,50.96,True,3,1,Add a comment,165affa7adb5eded
"The Suffragettes (Little Black Classics, #96)",11.89,True,2,2,Nonfiction,d2185b65af52d68c
A Visit from the Goon Squad,14.08,True,3,5,Default,5dbd6ec4e154ad2f
8 Keys to Mental Health Through Exercise,31.04,True,3,1,Psychology,f5873c8fc7760000
The Sense of an Ending,31.38,True,2,3,Add a comment,4130678275eb7c8c
A Heartbreaking Work of Staggering Genius,54.29,True,3,5,Autobiography,c9770bb1d5a492a0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,True,3,4,Nonfiction,bcee4f289ff6699c
And Then There Were None,35.01,True,3,2,Classics,cfe350b20d23b02b
H is for Hawk,57.42,True,2,5,Nonfiction,b6d3f4f4ee1f6069
Life,31.58,True,2,5,Music,637e5a45062aa548
Kindle Paperwhite User's Guide,34.00,True,2,3,Nonfiction,fb495f9f9015a772
New Moon (Twilight #2),12.86,True,2,4,Young Adult,6fa3ea52c8e31e06
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,True,2,1,Philosophy,b0e479be03911916
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,True,2,3,Sequential Art,9189fd009df41d0e
Girl Online On Tour (Girl Online #2),53.47,True,2,1,Young Adult,97b8f130d32e9f4e
Sugar Rush (Offensive Line #2),24.42,True,2,1,Sports and Games,ce42e3de94226b2b
The Course of Love,16.78,True,2,3,Fiction,f3c76b53b239f511
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,True,2,1,Sequential Art,276dc716b1da8899
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,True,2,5,Sequential Art,c0db71f6bb14db11
Ways of Seeing,39.51,True,1,5,Art,66a4e422b212726a
When I'm Gone,51.96,True,1,3,Fiction,c5f91eb481427dc5
